-6.964564323425292969e-01,-6.911922693252563477e-01
-7.163459062576293945e-01,-7.098413705825805664e-01
-1.580540686845779419e-01,5.147894471883773804e-02
-6.857259869575500488e-01,-1.632060289382934570e+00
-7.984443567693233490e-03,-1.786748468875885010e-01
8.321896791458129883e-01,1.143808960914611816e+00
-9.315425753593444824e-01,-5.132888555526733398e-01
-8.215681314468383789e-01,-7.651934623718261719e-01
5.721252560615539551e-01,-8.280170708894729614e-02
-1.241220593452453613e+00,-6.791529059410095215e-01
2.925617098808288574e-01,-4.607666283845901489e-02
6.675634533166885376e-02,-2.961007654666900635e-01
-7.427999377250671387e-01,-1.006951212882995605e+00
1.915590912103652954e-01,-3.663273751735687256e-01
9.116485714912414551e-02,8.692108392715454102e-01
-1.694107532501220703e+00,-8.046399354934692383e-01
